Full Name,Draft Value,Initial State,Initial Team Color,Initial Ideology,Draft Year,Historic Retirement,Death Year,First Year Command,First Year Legislative,First Year Governing,First Year Judicial,First Year Military,First Year Administrative,Flip Date Year 1,Flip Date Year 2,Flip Date Year 3
Harlan J Bushfield,12.5,SD,Red,LW Pop,1908,,1948,0,1,1,1,0,1,,,
Homer Bone,12.5,WA,Red,LW Pop,1908,1952,1970,0,1,1,1,0,0,1932,,
Ernest Gruening,12.5,AK,Blue,Lib,1912,1972,1974,0,1,2,0,0,0,,,
William S Flynn,12.5,RI,Blue,Lib,1912,1928,1966,0,1,1,0,0,0,,,
Coke Stevenson,12.5,TX,Blue,Cons,1916,1948,1975,0,1,2,1,0,0,,,
Clarence J Brown,12.5,OH,Red,Cons,1920,1964,1965,0,1,1,0,0,1,,,
Edward John Thye,12.5,MN,Red,Mod,1924,1960,1969,0,1,1,0,1,1,,,
John L McClellan,12.5,AR,Blue,Trad,1924,1976,1977,0,2,0,0,0,0,,,
Dennis Roberts,12.5,RI,Blue,Lib,1928,1960,1994,0,1,2,0,1,0,,,
Hugh Scott,12.5,PA,Red,Mod,1928,1976,1994,0,2,1,0,1,0,,,
John Davis Lodge,12.5,CT,Red,Mod,1928,,1985,0,1,1,0,1,2,,,
John W Bonner,12.5,MT,Blue,Mod,1928,,1970,0,1,1,1,1,1,,,
Val Peterson,12.5,NE,Red,Cons,1928,1976,1983,0,0,2,0,1,2,,,
Ben Reifel,12.5,SD,Red,Cons,1932,1972,1990,0,1,0,0,1,0,,,
John Pastore,12.5,RI,Blue,Mod,1932,1976,2000,0,2,1,0,0,1,,,
Otto Kerner Jr,12.5,IL,Blue,Lib,1936,,1976,0,0,2,1,2,0,,,
Price Daniel,12.5,TX,Blue,Trad,1936,1964,1988,0,1,1,1,0,1,,,
William Ezra Jenner,12.5,IN,Red,RW Pop,1936,1960,1985,0,1,1,0,1,0,,,
Forrest H Anderson,12.5,MT,Blue,Mod,1940,1976,1989,0,1,1,1,0,1,,,
James P Coleman,12.5,MS,Blue,Cons,1940,1980,1991,0,1,1,1,0,1,,,
Martha Griffiths,12.5,MI,Blue,Prog,1940,1976,2003,0,1,1,1,0,0,,,
Hugh Carey,12.5,NY,Blue,Lib,1944,1984,2011,0,1,2,0,1,0,,,
James D Martin,12.5,AL,Red,Cons,1944,1968,2017,0,1,1,0,0,0,,,
Tim Babcock,12.5,MT,Red,Cons,1944,1972,2015,0,1,2,0,0,1,,,
William L Guy,12.5,ND,Blue,Mod,1944,1976,2013,0,1,2,0,1,0,,,
Dolph Briscoe,12.5,TX,Blue,Mod,1948,1980,2010,0,1,2,0,1,0,,,
Fritz Hollings,12.5,SC,Blue,Mod,1948,2004,2019,0,2,1,0,1,0,,,
George Brown Jr,12.5,CA,Blue,Prog,1948,,1999,0,1,0,0,1,0,,,
James Abdnor,12.5,SD,Red,Cons,1948,1992,2012,0,1,1,0,0,1,,,
Victor Atiyeh,12.5,OR,Red,Mod,1948,1988,2014,0,1,2,0,0,0,,,
William Milliken,12.5,MI,Red,Mod,1948,1984,2019,0,1,2,0,0,1,,,
Dale Bumpers,12.5,AR,Blue,Mod,1952,2000,2016,0,2,1,1,0,0,,,
Edwin Edwards,12.5,LA,Blue,Mod,1952,1996,2021,0,1,2,1,0,0,,,
Harry R Hughes,12.5,MD,Blue,Mod,1952,1988,2019,0,1,2,0,0,1,,,
Jimmy Carter,12.5,GA,Blue,Mod,1952,1980,,0,1,1,0,1,0,,,
Shirley Chisholm,12.5,NY,Blue,Lib,1952,1984,2005,0,1,0,0,0,0,,,
Wendell Ford,12.5,KY,Blue,Cons,1952,2000,2015,0,2,1,0,1,0,,,
Chic Hecht,12.5,NV,Red,Cons,1956,1992,2006,0,1,0,0,0,2,,,
John P East,12.5,NC,Red,Trad,1956,,1986,0,1,0,0,0,0,,,
Robert Ray,12.5,IA,Red,Mod,1956,1984,2018,0,0,2,0,0,0,,,
Bennett Johnston,12.5,LA,Blue,Cons,1960,1996,,0,2,1,0,0,1,,,
Frank Murkowski,12.5,AK,Red,Mod,1960,2008,,0,2,1,0,0,1,,,
Jane Dee Hull,12.5,AZ,Red,Cons,1960,2004,,0,1,2,0,0,1,,,
Joseph E Brennan,12.5,ME,Blue,Mod,1960,1996,,0,1,2,0,0,1,,,
Pete Wilson,12.5,CA,Red,Mod,1960,2000,,0,1,2,0,0,0,,,
Thomas Kean Sr,12.5,NJ,Red,Mod,1960,2004,,0,1,2,0,0,1,,,
Madeleine Albright,12.5,DC,Blue,Mod,1964,2008,2022,0,0,0,0,0,2,,,
John Lewis,12.5,GA,Blue,Lib,1968,2020,2020,0,2,0,0,0,0,,,
Jon Kyl,12.5,AZ,Red,Cons,1968,2020,,0,2,0,0,0,0,,,
Federico Pena,12.5,CO,Blue,Mod,1972,2000,,0,1,1,0,0,2,,,
Olympia Snowe,12.5,ME,Red,Mod,1972,2012,,0,2,0,0,0,0,,,
Richard Blumenthal,12.5,CT,Blue,Lib,1972,,,0,1,1,1,0,1,,,
Jack Reed,12.5,RI,Blue,Lib,1976,,,0,2,0,0,1,1,,,
Jay Inslee,12.5,WA,Blue,Prog,1976,,,0,1,2,0,0,0,,,
Kent Conrad,12.5,ND,Blue,Mod,1976,2012,,0,2,0,0,0,1,,,
Bill Frist,12.5,TN,Red,Cons,1980,2008,,0,2,0,0,0,0,,,
Marcia Fudge,12.5,OH,Blue,Lib,1980,,,0,1,1,0,0,1,,,
Marsha Blackburn,12.5,TN,Red,Trad,1980,,,0,1,0,0,0,1,,,
Greg Abbott,12.5,TX,Red,Trad,1984,,,0,0,2,1,0,1,,,
J C Watts,12.5,OK,Red,Trad,1984,2004,,0,1,0,0,0,0,,,
Lou Barletta,12.5,PA,Red,Cons,1984,,,0,1,1,0,0,1,,,
Terry McAuliffe,12.5,VA,Blue,Mod,1984,,,0,0,2,0,0,0,,,
Ted Kennedy Jr,12.5,CT,Blue,Lib,1988,2020,,0,1,1,0,0,0,,,
Cheri Beasley,12.5,NC,Blue,Lib,1992,,,0,1,0,1,0,0,,,
Jim Jordan,12.5,OH,Red,Trad,1992,,,0,1,0,0,0,1,,,
Ayanna Pressley,12.5,MA,Blue,Prog,2000,,,0,1,0,0,0,1,,,
Jahana Hayes,12.5,CT,Blue,Prog,2000,,,0,1,0,0,0,1,,,
Rebecca Kleefisch,12.5,WI,Red,Cons,2000,,,0,0,1,0,0,1,,,
Todd Young,12.5,IN,Red,Cons,2000,,,0,1,0,0,1,0,,,
Charles Booker,12.5,KY,Blue,LW Pop,2012,,,0,1,0,0,0,1,,,
Jim Folsom,12,AL,Blue,Mod,1936,1960,1987,0,0,2,0,0,0,,,
Bob Sikes,12,FL,Blue,Cons,1932,1980,1994,0,1,0,0,1,0,,,
Joe Arpaio,12,AZ,Red,RW Pop,1960,2020,,0,1,0,1,0,1,,,
Dennis Hastert,12,IL,Red,Cons,1968,2008,,0,3,0,0,0,0,,,
Al Franken,12,MN,Blue,Lib,1976,,,0,1,0,0,0,0,,,
Daniel Hiester,12,PA,Blue,Mod,1772,,1804,0,2,1,0,1,1,,,
Frances Harper,12,MD,Red,Prog,1852,,1911,0,0,0,0,0,1,,,
Robert C Weaver,12,DC,Blue,Prog,1932,1972,1997,0,0,0,0,0,1,,,
Henry Kissinger,12,DC,Red,Cons,1948,1980,,0,0,0,0,0,2,,,
William Livingston,12,NJ,Red,Mod,1748,,1790,0,1,3,0,0,0,,,
Benjamin Harrison V,12,VA,Blue,Cons,1752,,1791,0,2,2,0,0,0,,,
Samuel Johnston,12,NC,Red,Mod,1760,1800,1816,0,2,2,0,0,0,,,
Samuel Maclay,12,PA,Blue,Trad,1768,1808,1811,0,2,1,1,0,0,,,
William Paca,12,MD,Red,Mod,1768,,1799,0,1,2,2,0,0,,,
Charles Biddle,12,PA,Red,Mod,1772,1792,1821,0,2,2,0,0,0,,,
Philip P Barbour,12,VA,Blue,Mod,1808,,1841,0,2,1,0,0,2,,,
James Whitcomb,12,IN,Blue,Mod,1820,,1852,0,2,1,0,0,0,,,
Lucretia Coffin Mott,12,PA,Red,Prog,1820,,1880,0,0,0,0,0,1,,,
John Milton II,12,FL,Blue,Trad,1832,,1865,0,1,2,0,0,0,,,
Henry B Anthony,12,RI,Red,Mod,1840,,1884,0,2,1,0,0,0,,,
Montgomery Blair,12,MD,Blue,Cons,1840,1864,1883,0,0,0,1,1,1,1856,1868,
Louis T Wigfall,12,TX,Blue,Trad,1844,,1874,0,1,0,0,1,0,,,
Galusha Grow,12,PA,Blue,Mod,1848,1904,1907,0,2,0,0,0,0,1856,,
Rutherford B Hayes,12,OH,Red,Mod,1848,1880,1893,0,1,2,0,1,0,,,
Charles F Crisp,12,GA,Blue,Cons,1872,,1896,0,2,0,1,1,0,,,
Jim Hogg,12,TX,Blue,Mod,1876,,1906,0,1,1,0,0,1,,,
Frank Hanly,12,IN,Red,LW Pop,1888,,1920,0,1,1,0,0,0,,,
Homer Cummings,12,CT,Blue,Lib,1896,1940,1956,0,0,1,0,0,2,,,
A Harry Moore,12,NJ,Blue,Mod,1904,1944,1952,0,1,3,0,0,0,,,
Henrik Shipstead,12,MN,Red,LW Pop,1908,1948,1960,0,2,0,0,0,0,,,
Henry Schricker,12,IN,Blue,Mod,1908,1956,1966,0,1,2,0,0,0,,,
John Moses,12,ND,Blue,Mod,1912,,1945,0,1,2,0,0,0,,,
Olin D Johnston,12,SC,Blue,Mod,1924,,1965,0,2,2,0,0,0,,,
Thomas G Abernethy,12,MS,Blue,Cons,1928,1976,1998,0,1,0,0,0,0,,,
John A Burns,12,HI,Blue,Lib,1936,,1975,0,1,2,0,0,0,,,
Leonard Woodcock,12,MI,Blue,Prog,1936,1984,2001,0,0,0,0,0,1,,,
Robert McNamara,12,CA,Red,Mod,1944,1968,2009,0,0,0,0,1,2,,,
James Exon,12,NE,Blue,Cons,1948,1996,2005,0,2,2,0,0,0,,,
John Paul Stevens,12,IL,Red,Mod,1948,2012,2019,0,0,0,2,1,0,,,
William H Webster,12,MO,Red,Mod,1952,1996,,0,0,0,1,1,2,,,
Rudy Perpich,12,MN,Blue,Lib,1956,,1995,0,1,2,0,0,0,,,
Dick Kneip,12,SD,Blue,Mod,1960,,1987,0,1,2,0,0,2,,,
Stan Arthur,12,OH,Red,Mod,1960,1996,,0,0,0,0,2,1,,,
Booth Gardner,12,WA,Blue,Lib,1964,1996,2013,0,1,2,0,0,0,,,
Jim Hunt,12,NC,Blue,Mod,1964,2004,,0,1,3,0,0,0,,,
Dick Gephardt,12,MO,Blue,Mod,1968,2016,,0,2,0,0,0,0,,,
William Barr,12,NY,Red,Cons,1976,2020,,0,0,0,1,0,3,,,
John Lynch,12,NH,Blue,Mod,1980,2016,,0,0,3,0,0,0,,,
Jon Ossoff,12,GA,Blue,Lib,2012,,,0,1,0,0,0,1,,,
Robert Smith,11.5,MD,Blue,Cons,1784,1812,1842,0,0,0,0,0,2,,,
Sam Houston,11.5,TN,Blue,Mod,1820,,1863,0,1,1,0,1,0,1856,,
Charles J Faulkner,11.5,VA,Red,Cons,1832,1876,1884,0,1,0,0,1,1,1856,,
Henry L Dawes,11.5,MA,Red,Mod,1844,1896,1903,0,1,0,0,0,0,,,
Richard Pettigrew,11.5,SD,Red,LW Pop,1876,1900,1926,0,1,0,0,0,0,,,
Richard J Daley,11.5,IL,Blue,Lib,1928,1976,1976,0,1,1,0,0,1,,,
Ernest Vandiver,11.5,GA,Blue,Trad,1944,1964,2005,0,1,1,0,0,0,,,
Thomas J Dodd,11.5,CT,Blue,Lib,1932,,1971,0,1,0,0,0,1,,,
Augusto Pinochet,11.5,South American,Red,Trad,1940,,2006,0,1,0,0,2,0,,,
George Tenet,11.5,NY,Blue,Cons,1980,2008,,0,0,0,0,0,3,2000,,
David E Twiggs,11.5,GA,Blue,Trad,1816,1860,1862,0,0,0,0,2,0,,,
Marjorie Taylor Greene,11.5,GA,Red,RW Pop,2000,,,0,1,0,0,0,0,,,
Barry Goldwater ,11.5,AZ,Red,Trad,1936,1988,1998,0,2,0,0,2,0,,,
William Mahone,11.5,VA,Red,LW Pop,1852,,1895,0,1,0,0,2,0,,,
Daniel Morgan,11.5,VA,Red,Mod,1764,,1802,0,1,0,0,3,0,,,
Thomas M Bowen,11.5,IA,Red,Mod,1860,1888,1906,0,1,1,1,1,0,,,
Winthrop Sargent,11.5,OH,Red,Mod,1780,,1820,0,0,1,0,1,1,,,
William Few,11.5,GA,Blue,Cons,1776,1796,1828,0,1,0,1,1,0,,,
Richard Allen,11.5,DE,Red,Lib,1788,,1831,0,0,0,0,0,1,,,
James Brown,11.5,KY,Blue,Trad,1792,,1835,0,1,0,0,0,1,,,
Jesse B Thomas,11.5,IN,Blue,Mod,1804,1828,1853,0,1,0,1,0,0,1824,,
Timothy Howe,11.5,ME,Red,Mod,1844,,1883,0,1,0,2,0,1,,,
Willard Warner,11.5,OH,Red,Mod,1852,1872,1906,0,1,1,0,1,1,,,
Sunset Cox,11.5,OH,Blue,Cons,1850,1888,1889,0,1,0,0,0,1,,,
Horace Boies,11.5,NY,Red,LW Pop,1852,1904,1923,0,1,1,0,0,0,1880,,
John Milton Thayer,11.5,NE,Red,Mod,1848,1896,1906,0,1,1,0,1,0,,,
Joseph Pulitzer,11.5,MO,Blue,Lib,1872,,1911,0,1,0,0,0,0,,,
John R Lynch,11.5,MS,Red,Lib,1872,1884,1939,0,1,0,0,1,0,,,
Cecil Heftel,11.5,FL,Blue,Mod,1952,1988,2010,0,1,1,0,0,0,,,
Susan Rice,11.5,DC,Blue,Lib,1992,,,0,1,0,0,0,1,,,
James Warren,11.5,MA,Blue,LW Pop,1752,1792,1808,0,1,0,0,1,2,,,
Samuel Ashe,11.5,NC,Blue,Mod,1752,1800,1813,0,1,1,1,1,0,,,
Philip Schuyler,11.5,NY,Red,Cons,1760,1800,1804,0,2,0,0,2,0,,,
George Muter,11.5,KY,Blue,Mod,1768,,1810,0,1,0,2,2,0,,,
Egbert Benson,11.5,NY,Red,Mod,1772,1820,1833,0,2,0,2,0,0,,,
Richard Butler,11.5,PA,Red,Mod,1772,,1791,0,1,0,1,2,0,,,
Robert R Livingston,11.5,NY,Blue,Mod,1772,,1813,0,0,1,0,0,2,,,
John Laurance,11.5,NY,Red,Cons,1776,,1810,0,1,0,2,2,0,,,
Peleg Arnold,11.5,RI,Blue,Mod,1776,,1820,0,1,0,1,1,0,,,
John Laurens,11.5,SC,Red,Lib,1780,,1782,0,0,0,0,1,1,,,
Morgan Lewis,11.5,NY,Blue,Mod,1780,1816,1844,0,1,1,0,0,1,,,
Henry Lee III,11.5,VA,Red,Mod,1784,,1818,0,1,1,0,2,0,,,
Noah Webster,11.5,CT,Red,Cons,1784,1808,1843,0,1,0,0,0,1,,,
Elizur Goodrich,11.5,CT,Red,Cons,1788,1800,1849,0,1,1,1,0,1,,,
Gideon Granger,11.5,CT,Blue,Cons,1792,,1822,0,0,0,0,0,2,,,
John Clark,11.5,GA,Blue,Trad,1792,,1832,0,0,1,0,2,0,,,
Harmanus Bleecker,11.5,NY,Red,Lib,1804,,1849,0,1,0,0,0,1,,,
Thomas Clayton,11.5,DE,Red,Mod,1804,1848,1854,0,1,0,1,0,1,,,
Thomas Henry,11.5,PA,Red,Lib,1804,1844,1849,0,1,0,1,1,1,,,
Elisha Whittlesey,11.5,OH,Blue,Lib,1808,1840,1863,0,1,0,0,1,2,1824,,
Ichabod Goodwin,11.5,NH,Red,Cons,1820,1864,1882,0,1,1,0,0,0,,,
John Hubbard,11.5,ME,Blue,Lib,1820,1856,1869,0,0,1,0,0,0,,,
Amasa Walker,11.5,MA,Blue,Lib,1824,1864,1875,0,1,0,0,0,1,1856,,
Benjamin Robbins Curtis,11.5,MA,Red,Lib,1836,,1874,0,1,0,2,0,0,,,
Harriet Beecher Stowe,11.5,CT,Red,Prog,1836,,1896,0,0,0,0,0,1,,,
Henry B Payne,11.5,OH,Blue,Cons,1836,1892,1896,0,1,1,0,0,0,,,
Thomas S Bocock,11.5,VA,Blue,Trad,1840,1860,1891,0,1,0,0,0,0,,,
Elihu B Washburne,11.5,IL,Red,Lib,1844,1876,1887,0,1,0,0,0,1,,,
Walter Harriman,11.5,NH,Blue,Lib,1844,,1884,0,0,1,0,1,1,1864,,
Charles Devens,11.5,MA,Red,Mod,1848,,1891,0,1,0,1,1,1,1860,1868,
Stanley Matthews,11.5,OH,Red,Cons,1852,,1889,0,1,0,2,1,1,,,
Thomas J Churchill,11.5,AR,Blue,Trad,1852,1884,1905,0,0,1,1,2,1,,,
William Rainey Marshall,11.5,MN,Red,Lib,1852,1872,1896,0,0,1,0,1,1,,,
Simon Pollard Hughes Jr,11.5,AR,Blue,Mod,1856,1888,1906,0,0,1,1,1,0,,,
Benjamin Harrison,11.5,IN,Red,Mod,1860,1892,1901,0,1,0,0,1,0,,,
Charles E Phelps,11.5,MD,Blue,Cons,1860,1868,1908,0,1,0,1,1,0,,,
Donelson Caffery,11.5,LA,Blue,Cons,1860,1900,1906,0,1,0,0,1,0,,,
Ebenezer J Ormsbee,11.5,VT,Red,Mod,1860,1892,1924,0,1,1,0,1,1,,,
Melville Fuller,11.5,IL,Blue,Mod,1860,,1910,0,1,0,3,0,1,,,
William Chandler,11.5,NH,Red,Cons,1860,1900,1917,0,1,0,1,0,1,,,
Joseph Millard,11.5,NE,Red,Trad,1864,1908,1922,0,1,1,0,0,0,,,
Thomas Fitch,11.5,NV,Red,Mod,1864,1880,1923,0,1,0,1,0,0,,,
Watson Squire,11.5,WA,Red,Mod,1864,1900,1926,0,1,1,0,1,0,,,
Charles M Stedman,11.5,NC,Blue,Cons,1868,,1930,0,1,1,0,1,0,,,
John L Mitchell,11.5,WI,Blue,Mod,1868,,1904,0,1,0,0,1,0,,,
Joseph D Sayers,11.5,TX,Blue,Cons,1868,1904,1929,0,1,1,0,1,0,,,
Edward Douglass White,11.5,LA,Blue,Cons,1872,,1921,0,1,0,3,0,0,,,
L M Shaw,11.5,IA,Red,Mod,1876,1908,1932,0,0,1,0,0,2,,,
Lewis P Featherstone,11.5,AR,Blue,LW Pop,1876,1892,1922,0,1,0,0,0,0,,,
Andrew Jackson Houston,11.5,TX,Blue,Cons,1880,,1941,0,1,1,0,1,0,1892,1940,
John I Cox,11.5,TN,Blue,Mod,1880,1908,1946,0,1,1,1,0,0,,,
William H Moody,11.5,MA,Red,Mod,1880,,1917,0,1,0,2,0,1,,,
Booker T Washington,11.5,AL,Red,Lib,1884,,1915,0,0,0,0,0,1,,,
Frank B Kellogg,11.5,MN,Red,Lib,1884,1936,1937,0,1,0,1,0,2,,,
Charles H Burke,11.5,SD,Red,Cons,1888,1916,1944,0,1,0,0,0,2,,,
George Sutherland,11.5,UT,Red,Cons,1888,1940,1942,0,1,0,2,0,0,,,
Hubert Work,11.5,CO,Red,Mod,1888,1928,1942,0,1,0,0,0,2,,,
Walter M Pierce,11.5,OR,Blue,LW Pop,1888,1944,1954,0,1,1,0,0,0,,,
Daniel Roper,11.5,SC,Blue,Mod,1892,1940,1943,0,1,0,0,0,2,,,
Henry C Wallace,11.5,IA,Red,Lib,1892,,1924,0,0,0,0,0,1,,,
William Leighton Carss,11.5,MN,Blue,Prog,1892,,1931,0,1,0,0,0,0,,,
Ben W Hooper,11.5,TN,Red,Lib,1896,1916,1957,0,1,1,0,1,0,,,
Harry B Hawes,11.5,MO,Blue,Mod,1896,1932,1947,0,1,0,0,0,0,,,
John Garland Pollard,11.5,VA,Blue,Lib,1896,,1937,0,0,1,0,0,1,,,
Maurice Thatcher,11.5,KY,Red,Mod,1896,1932,1973,0,1,1,0,0,1,,,
Miles Poindexter,11.5,WA,Red,Prog,1896,1928,1946,0,1,0,1,0,1,,,
Calvin Coolidge,11.5,MA,Red,Cons,1900,,1933,0,1,1,0,0,0,,,
Edward Costigan,11.5,CO,Red,Prog,1900,,1939,0,1,0,0,0,0,,,
Frederick Hale,11.5,ME,Red,Mod,1900,1940,1963,0,2,0,0,0,0,,,
James J Davis,11.5,PA,Red,Cons,1900,1944,1947,0,1,0,0,0,2,,,
John W Davis,11.5,WV,Blue,Cons,1900,1928,1955,0,1,0,0,0,1,,,
Lester J Dickinson,11.5,IA,Red,Mod,1900,1936,1968,0,1,0,0,0,0,,,
Edward Martin,11.5,PA,Red,Mod,1904,1960,1967,0,1,1,0,1,1,,,
Rice Means,11.5,CO,Red,Trad,1904,1928,1949,0,1,0,1,1,0,,,
Daniel F Steck,11.5,IA,Blue,Prog,1908,,1950,0,1,0,0,1,0,,,
Edith Rogers,11.5,MA,Red,Lib,1908,1960,1960,0,1,0,0,0,0,,,
J A O Preus,11.5,MN,Red,RW Pop,1908,1928,1961,0,0,1,0,0,1,,,
Louis St. Laurent,11.5,Canada,Blue,Mod,1908,,1973,0,1,1,0,0,1,,,
Chauncey Sparks,11.5,AL,Blue,Trad,1912,1948,1968,0,0,1,1,0,0,,,
Bennett Champ Clark,11.5,MO,Blue,LW Pop,1916,,1954,0,1,0,1,1,0,,,
Carl Hatch,11.5,NM,Blue,Mod,1916,1948,1963,0,1,0,1,0,1,,,
Charles E Wilson,11.5,MI,Red,Cons,1916,1960,1961,0,0,0,0,0,1,,,
Sherman Minton,11.5,IN,Blue,Mod ,1916,1956,1965,0,1,0,2,0,0,,,
Allen Dulles,11.5,NY,Red,Cons,1920,1964,1969,0,1,0,0,0,2,,,
Douglas McKay,11.5,OR,Red,Cons,1920,,1959,0,0,1,0,1,1,,,
Prescott Bush,11.5,CT,Red,Mod,1920,1964,1972,0,1,0,0,1,0,,,
Earle C Clements,11.5,KY,Blue,Lib,1924,1956,1985,0,1,1,1,1,0,,,
James Allred,11.5,TX,Blue,Mod,1924,,1959,0,1,1,1,0,1,,,
John Marshall Butler,11.5,MD,Red,Cons,1924,1964,1978,0,1,0,0,0,0,,,
Margaret Chase Smith,11.5,ME,Red,Mod,1924,1976,1995,0,2,0,0,0,0,,,
Henry Friendly,11.5,NY,Red,Mod,1928,,1986,0,0,0,2,0,1,,,
Jennings Randolph,11.5,WV,Blue,Lib,1928,1984,1998,0,2,0,0,0,0,,,
John Sherman Cooper,11.5,KY,Red,Lib,1928,1976,1991,0,2,0,0,1,1,,,
Robert F. Kennon,11.5,LA,Blue,Cons,1928,1960,1988,0,1,1,1,1,0,,,
Albertis Harrison,11.5,VA,Blue,Cons,1932,1968,1995,0,1,1,1,0,1,,,
Jamie Whitten,11.5,MS,Blue,Trad,1936,1996,1995,0,1,0,0,0,1,,,
John Volpe,11.5,MA,Red,Mod,1936,1980,1994,0,0,2,0,1,1,,,
Lawrence Wetherby,11.5,KY,Blue,Cons,1936,1968,1994,0,1,1,0,0,0,,,
C Farris Bryant,11.5,FL,Blue,Trad,1940,1968,2002,0,1,1,0,0,1,,,
Charles Vanik,11.5,OH,Red,Mod,1940,1980,2007,0,1,1,1,0,0,,,
Harry F Byrd Jr,11.5,VA,Blue,Trad,1940,1984,2013,0,2,0,0,0,0,,,
J J Pickle,11.5,TX,Blue,Lib,1940,,2005,0,1,0,0,0,0,,,
Joe Foss,11.5,SD,Red,Mod,1940,1960,2003,0,1,1,0,2,0,,,
Ken Hechler,11.5,WV,Blue,Lib,1940,2012,2016,0,1,1,0,1,1,,,
Edgar Whitcomb,11.5,IN,Red,Mod,1944,1976,2016,0,1,1,0,1,1,,,
George M Leader,11.5,PA,Blue,Lib,1944,1960,2013,0,1,1,0,0,0,,,
Ray Shafer,11.5,PA,Red,Mod,1944,1972,2006,0,1,1,0,1,0,,,
William Scranton,11.5,PA,Red,Mod,1944,1984,2013,0,1,1,0,1,1,,,
John J Gilligan,11.5,OH,Blue,Lib,1948,1976,2013,0,1,1,0,1,1,,,
William Winter,11.5,MS,Blue,Mod,1948,1988,,0,1,1,0,1,1,,,
Daniel Inouye,11.5,HI,Blue,Mod,1952,2012,2012,0,2,0,0,1,0,,,
Donald Fraser,11.5,MN,Blue,Lib,1952,1980,2019,0,1,1,0,0,0,,,
Marlow Cook,11.5,KY,Red,Mod,1952,1976,2016,0,1,1,1,0,0,,,
Kenneth M Curtis,11.5,ME,Blue,Lib,1956,1984,,0,0,2,0,1,1,,,
Andrew P Miller,11.5,VA,Blue,Cons,1960,1980,,0,1,1,0,0,1,,,
Buddy MacKay,11.5,FL,Blue,Mod,1960,2000,,0,1,1,0,1,1,,,
Carl Levin,11.5,MI,Blue,Prog,1960,2016,,0,2,0,0,0,0,,,
Jack Kemp,11.5,NY,Red,Cons,1960,2000,2009,0,1,0,0,0,2,,,
Richard Shelby,11.5,AL,Blue,Trad,1960,2024,,0,2,0,1,0,0,1996,,
Thomas Bliley,11.5,VA,Blue,Cons,1960,2000,,0,1,1,0,1,0,1980,,
Jonathan Motzfeldt,11.5,Greenland,Blue,Lib,1964,,2010,0,1,0,0,0,0,,,
Maxine Waters,11.5,CA,Blue,Lib,1964,,,0,2,0,0,0,0,,,
Steny Hoyer,11.5,MD,Blue,Lib,1964,,,0,1,1,0,0,0,,,
Joe Biden,11.5,DE,Blue,Mod,1968,,,0,2,0,0,0,1,,,
Phil Gramm,11.5,TX,Blue,Cons,1968,2004,,0,1,0,0,0,1,,,
Rosa DeLauro,11.5,CT,Blue,Prog,1968,,,0,1,0,0,0,1,,,
Andres Manuel Lopez Obrador,11.5,Mexico,Blue,LW Pop,1980,,,0,0,1,0,0,1,,,
Doug Jones,11.5,AL,Blue,Mod,1980,,,0,1,0,0,0,1,,,
Jerry Moran,11.5,KS,Red,Cons,1980,,,0,1,0,0,0,1,,,
Louie Gohmert,11.5,TX,Red,Trad,1980,,,0,1,0,0,0,1,,,
Mark Welsh,11.5,TX,Red,Mod,1980,2016,,0,0,0,0,2,1,,,
Robert F Kennedy Jr,11.5,NY,Blue,Prog,1980,2012,,0,1,0,0,0,1,,,
Tommy Tuberville,11.5,AL,Red,RW Pop,1980,,,0,1,0,0,0,0,,,
Teresa Leger Fernandez,11.5,NM,Blue,Prog,1984,,,0,1,0,0,0,0,,,
Kevin Cramer,11.5,ND,Red,Trad,1988,,,0,1,0,0,0,1,,,
Tom Perez,11.5,MD,Blue,Lib,1988,,,0,0,1,0,0,1,,,
Vicky Hartzler,11.5,MO,Red,Trad,1988,,,0,1,0,0,0,1,,,
Bob Good,11.5,VA,Red,RW Pop,1992,,,0,1,0,0,0,0,,,
Doug Collins,11.5,GA,Red,Trad,1992,2024,,0,1,0,0,1,0,,,
Michelle Obama,11.5,IL,Blue,Lib,1992,,,0,0,0,0,0,1,,,
Mike Johnson,11.5,LA,Red,Trad,2000,,,0,1,0,0,0,0,,,
Martha Roby,11.5,AL,Red,Cons,2004,,,0,1,0,0,0,1,,,
Rashida Tlaib,11.5,MI,Blue,Prog,2004,,,0,1,0,0,0,1,,,
Garlin Gilchrist II,11.5,MI,Blue,Lib,2008,,,0,0,1,0,0,1,,,
Ilhan Omar,11.5,MN,Blue,LW Pop,2008,,,0,1,0,0,0,1,,,
George Mathews,11,GA,Red,Cons,1764,1796,1812,0,1,2,0,1,0,,,
Coles Bashford,11,WI,Red,Lib,1844,,1878,0,1,1,0,0,1,,,
James K Vardaman,11,MS,Blue,RW Pop,1888,,1930,0,1,1,0,1,0,,,
Samuel C Pomeroy,11,MA,Red,Lib,1844,1872,1891,0,1,1,0,0,0,,,
Schuyler Colfax,11,IN,Red,Lib,1848,1880,1885,0,2,0,0,0,0,,,
Joseph Weldon Bailey,11,TX,Blue,Cons,1888,,1929,0,2,0,0,0,0,,,
Ellison D Smith,11,SC,Blue,Trad,1892,1944,1944,0,2,0,0,0,0,,,
Len Small,11,IL,Red,Lib,1888,1932,1936,0,1,2,0,0,1,,,
John Nance Garner,11,TX,Blue,Cons,1896,1940,1967,0,2,0,0,0,0,,,
